NOMESIGMAI,NOMESIG,NOME,UF,GEOCODIGO,LATITUDE,LATITUDEGM,LONGITUDE,LONGITUDEG,RGINT,RGI
AFUÁPA,AfuáPA,Afuá,PA,"1500305",-0.15728243,0° 9' 26.22'' S,-50.390247,50° 23' 24.89'' O,Breves,Breves
ÁGUA AZUL DO NORTEPA,Água Azul do NortePA,Água Azul do Norte,PA,"1500347",-6.8080306,6° 48' 28.91'' S,-50.479057,50° 28' 44.61'' O,Redenção,Xinguara
ALENQUERPA,AlenquerPA,Alenquer,PA,"1500404",-1.9513975,1° 57' 5.03'' S,-54.740864,54° 44' 27.1'' O,Santarém,Santarém
ALMEIRIMPA,AlmeirimPA,Almeirim,PA,"1500503",-1.5250751,1° 31' 30.27'' S,-52.582306,52° 34' 56.3'' O,Altamira,Almeirim - Porto de Moz
ALTAMIRAPA,AltamiraPA,Altamira,PA,"1500602",-3.21209,3° 12' 43.52'' S,-52.211414,52° 12' 41.1'' O,Altamira,Altamira
ANAJÁSPA,AnajásPA,Anajás,PA,"1500701",-0.98674047,0° 59' 12.27'' S,-49.94465,49° 56' 40.74'' O,Breves,Breves
ANANINDEUAPA,AnanindeuaPA,Ananindeua,PA,"1500800",-1.3687136,1° 22' 7.37'' S,-48.372066,48° 22' 19.44'' O,Belém,Belém
ANAPUPA,AnapuPA,Anapu,PA,"1500859",-3.4774675,3° 28' 38.88'' S,-51.208603,51° 12' 30.97'' O,Altamira,Altamira
AUGUSTO CORRÊAPA,Augusto CorrêaPA,Augusto Corrêa,PA,"1500909",-1.0235764,1° 1' 24.87'' S,-46.642693,46° 38' 33.69'' O,Castanhal,Bragança
AURORA DO PARÁPA,Aurora do ParáPA,Aurora do Pará,PA,"1500958",-2.1334295,2° 8' 0.35'' S,-47.56036,47° 33' 37.3'' O,Castanhal,Paragominas
AVEIROPA,AveiroPA,Aveiro,PA,"1501006",-3.6055954,3° 36' 20.14'' S,-55.330734,55° 19' 50.64'' O,Santarém,Itaituba
BAGREPA,BagrePA,Bagre,PA,"1501105",-1.8957012,1° 53' 44.52'' S,-50.21274,50° 12' 45.87'' O,Breves,Breves
BAIÃOPA,BaiãoPA,Baião,PA,"1501204",-2.7883859,2° 47' 18.19'' S,-49.67482,49° 40' 29.35'' O,Marabá,Tucuruí
BANNACHPA,BannachPA,Bannach,PA,"1501253",-7.352689,7° 21' 9.68'' S,-50.410698,50° 24' 38.52'' O,Redenção,Redenção
BARCARENAPA,BarcarenaPA,Barcarena,PA,"1501303",-1.507448,1° 30' 26.81'' S,-48.62207,48° 37' 19.45'' O,Belém,Belém
BELÉMPA,BelémPA,Belém,PA,"1501402",-1.4563562,1° 27' 22.88'' S,-48.50443,48° 30' 15.95'' O,Belém,Belém
BELTERRAPA,BelterraPA,Belterra,PA,"1501451",-2.6391654,2° 38' 21.0'' S,-54.934784,54° 56' 5.23'' O,Santarém,Santarém
BENEVIDESPA,BenevidesPA,Benevides,PA,"1501501",-1.3614376,1° 21' 41.18'' S,-48.241837,48° 14' 30.61'' O,Belém,Belém
BOM JESUS DO TOCANTINSPA,Bom Jesus do TocantinsPA,Bom Jesus do Tocantins,PA,"1501576",-5.0479274,5° 2' 52.54'' S,-48.599678,48° 35' 58.84'' O,Marabá,Marabá
BONITOPA,BonitoPA,Bonito,PA,"1501600",-1.3615664,1° 21' 41.64'' S,-47.304733,47° 18' 17.03'' O,Castanhal,Capanema
BRAGANÇAPA,BragançaPA,Bragança,PA,"1501709",-1.0529819,1° 3' 10.73'' S,-46.771084,46° 46' 15.91'' O,Castanhal,Bragança
BRASIL NOVOPA,Brasil NovoPA,Brasil Novo,PA,"1501725",-3.302514,3° 18' 9.05'' S,-52.538124,52° 32' 17.25'' O,Altamira,Altamira
BREJO GRANDE DO ARAGUAIAPA,Brejo Grande do AraguaiaPA,Brejo Grande do Araguaia,PA,"1501758",-5.6986485,5° 41' 55.13'' S,-48.402714,48° 24' 9.77'' O,Marabá,Marabá
BREU BRANCOPA,Breu BrancoPA,Breu Branco,PA,"1501782",-3.7686987,3° 46' 7.32'' S,-49.55887,49° 33' 31.92'' O,Marabá,Tucuruí
BREVESPA,BrevesPA,Breves,PA,"1501808",-1.6757313,1° 40' 32.63'' S,-50.475124,50° 28' 30.45'' O,Breves,Breves
BUJARUPA,BujaruPA,Bujaru,PA,"1501907",-1.5139915,1° 30' 50.37'' S,-48.035873,48° 2' 9.15'' O,Belém,Belém
CACHOEIRA DO PIRIÁPA,Cachoeira do PiriáPA,Cachoeira do Piriá,PA,"1501956",-1.76058,1° 45' 38.09'' S,-46.54427,46° 32' 39.37'' O,Castanhal,Bragança
CACHOEIRA DO ARARIPA,Cachoeira do ArariPA,Cachoeira do Arari,PA,"1502004",-1.0087863,1° 0' 31.63'' S,-48.960667,48° 57' 38.4'' O,Breves,Soure-Salvaterra
CAMETÁPA,CametáPA,Cametá,PA,"1502103",-2.2562282,2° 15' 22.42'' S,-49.506733,49° 30' 24.24'' O,Belém,Cametá
CANAÃ DOS CARAJÁSPA,Canaã dos CarajásPA,Canaã dos Carajás,PA,"1502152",-6.529549,6° 31' 46.38'' S,-49.845146,49° 50' 42.53'' O,Marabá,Parauapebas
CAPANEMAPA,CapanemaPA,Capanema,PA,"1502202",-1.1947523,1° 11' 41.11'' S,-47.177273,47° 10' 38.19'' O,Castanhal,Capanema
CAPITÃO POÇOPA,Capitão PoçoPA,Capitão Poço,PA,"1502301",-1.7482282,1° 44' 53.62'' S,-47.063297,47° 3' 47.88'' O,Castanhal,Capitão Poço
CASTANHALPA,CastanhalPA,Castanhal,PA,"1502400",-1.291945,1° 17' 31.0'' S,-47.922356,47° 55' 20.48'' O,Castanhal,Castanhal
CHAVESPA,ChavesPA,Chaves,PA,"1502509",-0.16243729,0° 9' 44.77'' S,-49.98932,49° 59' 21.55'' O,Breves,Breves
COLARESPA,ColaresPA,Colares,PA,"1502608",-0.9318017,0° 55' 54.49'' S,-48.28444,48° 17' 3.99'' O,Belém,Belém
CONCEIÇÃO DO ARAGUAIAPA,Conceição do AraguaiaPA,Conceição do Araguaia,PA,"1502707",-8.269112,8° 16' 8.8'' S,-49.26828,49° 16' 5.81'' O,Redenção,Redenção
CONCÓRDIA DO PARÁPA,Concórdia do ParáPA,Concórdia do Pará,PA,"1502756",-1.9946879,1° 59' 40.88'' S,-47.945152,47° 56' 42.55'' O,Belém,Belém
CUMARU DO NORTEPA,Cumaru do NortePA,Cumaru do Norte,PA,"1502764",-7.8105607,7° 48' 38.02'' S,-50.77453,50° 46' 28.3'' O,Redenção,Redenção
CURIONÓPOLISPA,CurionópolisPA,Curionópolis,PA,"1502772",-6.09682,6° 5' 48.55'' S,-49.602215,49° 36' 7.97'' O,Marabá,Parauapebas
CURRALINHOPA,CurralinhoPA,Curralinho,PA,"1502806",-1.8111323,1° 48' 40.08'' S,-49.798557,49° 47' 54.81'' O,Breves,Breves
CURUÁPA,CuruáPA,Curuá,PA,"1502855",-1.884701,1° 53' 4.92'' S,-55.117455,55° 7' 2.83'' O,Santarém,Oriximiná
CURUÇÁPA,CuruçáPA,Curuçá,PA,"1502905",-0.72842234,0° 43' 42.32'' S,-47.856926,47° 51' 24.93'' O,Castanhal,Castanhal
DOM ELISEUPA,Dom EliseuPA,Dom Eliseu,PA,"1502939",-4.2961373,4° 17' 46.1'' S,-47.551456,47° 33' 5.24'' O,Castanhal,Paragominas
ELDORADO DO CARAJÁSPA,Eldorado do CarajásPA,Eldorado do Carajás,PA,"1502954",-6.0988693,6° 5' 55.93'' S,-49.365585,49° 21' 56.1'' O,Marabá,Parauapebas
FAROPA,FaroPA,Faro,PA,"1503002",-2.1729753,2° 10' 22.71'' S,-56.745754,56° 44' 44.71'' O,Santarém,Oriximiná
FLORESTA DO ARAGUAIAPA,Floresta do AraguaiaPA,Floresta do Araguaia,PA,"1503044",-7.544175,7° 32' 39.03'' S,-49.695198,49° 41' 42.71'' O,Redenção,Redenção
GARRAFÃO DO NORTEPA,Garrafão do NortePA,Garrafão do Norte,PA,"1503077",-1.9329114,1° 55' 58.48'' S,-47.048748,47° 2' 55.5'' O,Castanhal,Capitão Poço
GOIANÉSIA DO PARÁPA,Goianésia do ParáPA,Goianésia do Pará,PA,"1503093",-3.842468,3° 50' 32.88'' S,-49.101044,49° 6' 3.76'' O,Marabá,Tucuruí
GURUPÁPA,GurupáPA,Gurupá,PA,"1503101",-1.4041876,1° 24' 15.08'' S,-51.642056,51° 38' 31.4'' O,Breves,Breves
IGARAPÉ-AÇUPA,Igarapé-AçuPA,Igarapé-Açu,PA,"1503200",-1.1265687,1° 7' 35.65'' S,-47.623123,47° 37' 23.24'' O,Castanhal,Castanhal
IGARAPÉ-MIRIPA,Igarapé-MiriPA,Igarapé-Miri,PA,"1503309",-1.983116,1° 58' 59.22'' S,-48.9623,48° 57' 44.28'' O,Belém,Abaetetuba
INHANGAPIPA,InhangapiPA,Inhangapi,PA,"1503408",-1.4292891,1° 25' 45.44'' S,-47.908634,47° 54' 31.09'' O,Castanhal,Castanhal
IPIXUNA DO PARÁPA,Ipixuna do ParáPA,Ipixuna do Pará,PA,"1503457",-2.5561562,2° 33' 22.16'' S,-47.500694,47° 30' 2.5'' O,Castanhal,Paragominas
IRITUIAPA,IrituiaPA,Irituia,PA,"1503507",-1.7728024,1° 46' 22.09'' S,-47.44047,47° 26' 25.7'' O,Castanhal,Castanhal
ITAITUBAPA,ItaitubaPA,Itaituba,PA,"1503606",-4.2637296,4° 15' 49.43'' S,-55.990047,55° 59' 24.18'' O,Santarém,Itaituba
ITUPIRANGAPA,ItupirangaPA,Itupiranga,PA,"1503705",-5.132445,5° 7' 56.8'' S,-49.331112,49° 19' 52.0'' O,Marabá,Marabá
JACAREACANGAPA,JacareacangaPA,Jacareacanga,PA,"1503754",-6.2221823,6° 13' 19.86'' S,-57.76355,57° 45' 48.77'' O,Santarém,Itaituba
JACUNDÁPA,JacundáPA,Jacundá,PA,"1503804",-4.447121,4° 26' 49.64'' S,-49.11295,49° 6' 46.62'' O,Marabá,Marabá
JURUTIPA,JurutiPA,Juruti,PA,"1503903",-2.155253,2° 9' 18.91'' S,-56.094997,56° 5' 41.99'' O,Santarém,Oriximiná
LIMOEIRO DO AJURUPA,Limoeiro do AjuruPA,Limoeiro do Ajuru,PA,"1504000",-1.8927981,1° 53' 34.07'' S,-49.381474,49° 22' 53.3'' O,Belém,Cametá
MÃE DO RIOPA,Mãe do RioPA,Mãe do Rio,PA,"1504059",-2.0456305,2° 2' 44.27'' S,-47.557137,47° 33' 25.69'' O,Castanhal,Paragominas
MAGALHÃES BARATAPA,Magalhães BarataPA,Magalhães Barata,PA,"1504109",-0.7974463,0° 47' 50.81'' S,-47.60106,47° 36' 3.81'' O,Castanhal,Castanhal
MARABÁPA,MarabáPA,Marabá,PA,"1504208",-5.3400407,5° 20' 24.15'' S,-49.092518,49° 5' 33.07'' O,Marabá,Marabá
MARACANÃPA,MaracanãPA,Maracanã,PA,"1504307",-0.7715005,0° 46' 17.4'' S,-47.45166,47° 27' 5.97'' O,Castanhal,Castanhal
MARAPANIMPA,MarapanimPA,Marapanim,PA,"1504406",-0.7113771,0° 42' 40.96'' S,-47.696423,47° 41' 47.12'' O,Castanhal,Castanhal
MARITUBAPA,MaritubaPA,Marituba,PA,"1504422",-1.3464173,1° 20' 47.1'' S,-48.340534,48° 20' 25.93'' O,Belém,Belém
MEDICILÂNDIAPA,MedicilândiaPA,Medicilândia,PA,"1504455",-3.4454174,3° 26' 43.5'' S,-52.888344,52° 53' 18.04'' O,Altamira,Altamira
MELGAÇOPA,MelgaçoPA,Melgaço,PA,"1504505",-1.8010106,1° 48' 3.64'' S,-50.71875,50° 43' 7.5'' O,Breves,Breves
MOCAJUBAPA,MocajubaPA,Mocajuba,PA,"1504604",-2.578636,2° 34' 43.09'' S,-49.506275,49° 30' 22.59'' O,Belém,Cametá
MOJUPA,MojuPA,Moju,PA,"1504703",-1.8958328,1° 53' 45.0'' S,-48.767487,48° 46' 2.96'' O,Belém,Abaetetuba
MOJUÍ DOS CAMPOSPA,Mojuí dos CamposPA,Mojuí dos Campos,PA,"1504752",-2.6841376,2° 41' 2.9'' S,-54.641415,54° 38' 29.1'' O,Santarém,Santarém
MONTE ALEGREPA,Monte AlegrePA,Monte Alegre,PA,"1504802",-1.9891752,1° 59' 21.03'' S,-54.077892,54° 4' 40.41'' O,Santarém,Santarém
MUANÁPA,MuanáPA,Muaná,PA,"1504901",-1.5296452,1° 31' 46.72'' S,-49.2186,49° 13' 6.97'' O,Breves,Soure-Salvaterra
NOVA ESPERANÇA DO PIRIÁPA,Nova Esperança do PiriáPA,Nova Esperança do Piriá,PA,"1504950",-2.2679965,2° 16' 4.79'' S,-46.97031,46° 58' 13.12'' O,Castanhal,Capitão Poço
NOVA IPIXUNAPA,Nova IpixunaPA,Nova Ipixuna,PA,"1504976",-4.9150963,4° 54' 54.35'' S,-49.080517,49° 4' 49.86'' O,Marabá,Marabá
NOVA TIMBOTEUAPA,Nova TimboteuaPA,Nova Timboteua,PA,"1505007",-1.2044204,1° 12' 15.91'' S,-47.39151,47° 23' 29.44'' O,Castanhal,Capanema
NOVO PROGRESSOPA,Novo ProgressoPA,Novo Progresso,PA,"1505031",-7.0328937,7° 1' 58.42'' S,-55.414536,55° 24' 52.33'' O,Santarém,Itaituba
NOVO REPARTIMENTOPA,Novo RepartimentoPA,Novo Repartimento,PA,"1505064",-4.244513,4° 14' 40.25'' S,-49.952053,49° 57' 7.4'' O,Marabá,Tucuruí
ÓBIDOSPA,ÓbidosPA,Óbidos,PA,"1505106",-1.9092355,1° 54' 33.25'' S,-55.516323,55° 30' 58.76'' O,Santarém,Oriximiná
OEIRAS DO PARÁPA,Oeiras do ParáPA,Oeiras do Pará,PA,"1505205",-2.004956,2° 0' 17.84'' S,-49.856754,49° 51' 24.31'' O,Belém,Cametá
ORIXIMINÁPA,OriximináPA,Oriximiná,PA,"1505304",-1.7637535,1° 45' 49.51'' S,-55.8628,55° 51' 46.08'' O,Santarém,Oriximiná
OURÉMPA,OurémPA,Ourém,PA,"1505403",-1.5462009,1° 32' 46.32'' S,-47.115505,47° 6' 55.82'' O,Castanhal,Capitão Poço
OURILÂNDIA DO NORTEPA,Ourilândia do NortePA,Ourilândia do Norte,PA,"1505437",-6.743812,6° 44' 37.72'' S,-51.07909,51° 4' 44.72'' O,Redenção,Tucumã - São Félix do Xingu
PACAJÁPA,PacajáPA,Pacajá,PA,"1505486",-3.8290076,3° 49' 44.43'' S,-50.6286,50° 37' 42.97'' O,Marabá,Tucuruí
PALESTINA DO PARÁPA,Palestina do ParáPA,Palestina do Pará,PA,"1505494",-5.741205,5° 44' 28.34'' S,-48.319427,48° 19' 9.94'' O,Marabá,Marabá
PARAGOMINASPA,ParagominasPA,Paragominas,PA,"1505502",-2.9917877,2° 59' 30.44'' S,-47.35905,47° 21' 32.58'' O,Castanhal,Paragominas
PARAUAPEBASPA,ParauapebasPA,Parauapebas,PA,"1505536",-6.0713606,6° 4' 16.9'' S,-49.89446,49° 53' 40.05'' O,Marabá,Parauapebas
PAU D'ARCOPA,Pau D'arcoPA,Pau D'arco,PA,"1505551",-7.8335676,7° 50' 0.84'' S,-50.040977,50° 2' 27.52'' O,Redenção,Redenção
PEIXE-BOIPA,Peixe-BoiPA,Peixe-Boi,PA,"1505601",-1.1922677,1° 11' 32.16'' S,-47.320442,47° 19' 13.59'' O,Castanhal,Capanema
PIÇARRAPA,PiçarraPA,Piçarra,PA,"1505635",-6.4427304,6° 26' 33.83'' S,-48.862263,48° 51' 44.14'' O,Marabá,Marabá
PLACASPA,PlacasPA,Placas,PA,"1505650",-3.8673155,3° 52' 2.34'' S,-54.21697,54° 13' 1.09'' O,Santarém,Itaituba
PONTA DE PEDRASPA,Ponta de PedrasPA,Ponta de Pedras,PA,"1505700",-1.3904229,1° 23' 25.52'' S,-48.86843,48° 52' 6.35'' O,Breves,Soure-Salvaterra
PORTELPA,PortelPA,Portel,PA,"1505809",-1.9322449,1° 55' 56.08'' S,-50.823997,50° 49' 26.39'' O,Breves,Breves
PORTO DE MOZPA,Porto de MozPA,Porto de Moz,PA,"1505908",-1.7502247,1° 45' 0.81'' S,-52.236656,52° 14' 11.97'' O,Altamira,Almeirim - Porto de Moz
PRAINHAPA,PrainhaPA,Prainha,PA,"1506005",-1.7969146,1° 47' 48.89'' S,-53.478355,53° 28' 42.09'' O,Santarém,Santarém
PRIMAVERAPA,PrimaveraPA,Primavera,PA,"1506104",-0.9414209,0° 56' 29.12'' S,-47.11865,47° 7' 7.13'' O,Castanhal,Capanema
QUATIPURUPA,QuatipuruPA,Quatipuru,PA,"1506112",-0.89481163,0° 53' 41.32'' S,-47.00504,47° 0' 18.14'' O,Castanhal,Capanema
REDENÇÃOPA,RedençãoPA,Redenção,PA,"1506138",-8.026969,8° 1' 37.09'' S,-50.034092,50° 2' 2.73'' O,Redenção,Redenção
RIO MARIAPA,Rio MariaPA,Rio Maria,PA,"1506161",-7.307834,7° 18' 28.2'' S,-50.045517,50° 2' 43.86'' O,Redenção,Xinguara
RONDON DO PARÁPA,Rondon do ParáPA,Rondon do Pará,PA,"1506187",-4.7777667,4° 46' 39.96'' S,-48.077366,48° 4' 38.52'' O,Marabá,Marabá
RURÓPOLISPA,RurópolisPA,Rurópolis,PA,"1506195",-4.1015763,4° 6' 5.68'' S,-54.910233,54° 54' 36.84'' O,Santarém,Itaituba
SALINÓPOLISPA,SalinópolisPA,Salinópolis,PA,"1506203",-0.6239213,0° 37' 26.12'' S,-47.3486,47° 20' 54.96'' O,Castanhal,Capanema
SALVATERRAPA,SalvaterraPA,Salvaterra,PA,"1506302",-0.75452596,0° 45' 16.29'' S,-48.513187,48° 30' 47.47'' O,Breves,Soure-Salvaterra
SANTA BÁRBARA DO PARÁPA,Santa Bárbara do ParáPA,Santa Bárbara do Pará,PA,"1506351",-1.2272462,1° 13' 38.09'' S,-48.29701,48° 17' 49.23'' O,Belém,Belém
SANTA CRUZ DO ARARIPA,Santa Cruz do ArariPA,Santa Cruz do Arari,PA,"1506401",-0.6599741,0° 39' 35.91'' S,-49.171616,49° 10' 17.82'' O,Breves,Soure-Salvaterra
SANTA IZABEL DO PARÁPA,Santa Izabel do ParáPA,Santa Izabel do Pará,PA,"1506500",-1.297396,1° 17' 50.63'' S,-48.16306,48° 9' 47.02'' O,Belém,Belém
SANTA LUZIA DO PARÁPA,Santa Luzia do ParáPA,Santa Luzia do Pará,PA,"1506559",-1.5218499,1° 31' 18.66'' S,-46.901196,46° 54' 4.31'' O,Castanhal,Bragança
SANTA MARIA DAS BARREIRASPA,Santa Maria das BarreirasPA,Santa Maria das Barreiras,PA,"1506583",-8.872164,8° 52' 19.79'' S,-49.71663,49° 42' 59.86'' O,Redenção,Redenção
SANTA MARIA DO PARÁPA,Santa Maria do ParáPA,Santa Maria do Pará,PA,"1506609",-1.348586,1° 20' 54.91'' S,-47.573933,47° 34' 26.16'' O,Castanhal,Castanhal
SANTANA DO ARAGUAIAPA,Santana do AraguaiaPA,Santana do Araguaia,PA,"1506708",-9.336318,9° 20' 10.74'' S,-50.340397,50° 20' 25.43'' O,Redenção,Redenção
SANTARÉMPA,SantarémPA,Santarém,PA,"1506807",-2.4449873,2° 26' 41.95'' S,-54.73133,54° 43' 52.79'' O,Santarém,Santarém
SANTARÉM NOVOPA,Santarém NovoPA,Santarém Novo,PA,"1506906",-0.92894936,0° 55' 44.22'' S,-47.395565,47° 23' 44.04'' O,Castanhal,Capanema
SANTO ANTÔNIO DO TAUÁPA,Santo Antônio do TauáPA,Santo Antônio do Tauá,PA,"1507003",-1.1516925,1° 9' 6.09'' S,-48.132435,48° 7' 56.76'' O,Belém,Belém
SÃO CAETANO DE ODIVELASPA,São Caetano de OdivelasPA,São Caetano de Odivelas,PA,"1507102",-0.7476881,0° 44' 51.68'' S,-48.02473,48° 1' 29.03'' O,Belém,Belém
SÃO DOMINGOS DO ARAGUAIAPA,São Domingos do AraguaiaPA,São Domingos do Araguaia,PA,"1507151",-5.5489793,5° 32' 56.33'' S,-48.730145,48° 43' 48.52'' O,Marabá,Marabá
SÃO DOMINGOS DO CAPIMPA,São Domingos do CapimPA,São Domingos do Capim,PA,"1507201",-1.6760955,1° 40' 33.94'' S,-47.77378,47° 46' 25.6'' O,Castanhal,Castanhal
SÃO FÉLIX DO XINGUPA,São Félix do XinguPA,São Félix do Xingu,PA,"1507300",-6.639443,6° 38' 21.99'' S,-51.97946,51° 58' 46.06'' O,Redenção,Tucumã - São Félix do Xingu
SÃO FRANCISCO DO PARÁPA,São Francisco do ParáPA,São Francisco do Pará,PA,"1507409",-1.1732335,1° 10' 23.64'' S,-47.79914,47° 47' 56.91'' O,Castanhal,Castanhal
SÃO GERALDO DO ARAGUAIAPA,São Geraldo do AraguaiaPA,São Geraldo do Araguaia,PA,"1507458",-6.391276,6° 23' 28.59'' S,-48.563244,48° 33' 47.68'' O,Marabá,Marabá
SÃO JOÃO DA PONTAPA,São João da PontaPA,São João da Ponta,PA,"1507466",-0.8512454,0° 51' 4.48'' S,-47.92105,47° 55' 15.78'' O,Castanhal,Castanhal
SÃO JOÃO DE PIRABASPA,São João de PirabasPA,São João de Pirabas,PA,"1507474",-0.78059745,0° 46' 50.15'' S,-47.181404,47° 10' 53.06'' O,Castanhal,Capanema
SÃO JOÃO DO ARAGUAIAPA,São João do AraguaiaPA,São João do Araguaia,PA,"1507508",-5.36057,5° 21' 38.05'' S,-48.79254,48° 47' 33.15'' O,Marabá,Marabá
SÃO MIGUEL DO GUAMÁPA,São Miguel do GuamáPA,São Miguel do Guamá,PA,"1507607",-1.610689,1° 36' 38.48'' S,-47.48041,47° 28' 49.48'' O,Castanhal,Castanhal
SÃO SEBASTIÃO DA BOA VISTAPA,São Sebastião da Boa VistaPA,São Sebastião da Boa Vista,PA,"1507706",-1.7156374,1° 42' 56.29'' S,-49.531597,49° 31' 53.74'' O,Breves,Breves
SAPUCAIAPA,SapucaiaPA,Sapucaia,PA,"1507755",-6.936009,6° 56' 9.63'' S,-49.700436,49° 42' 1.56'' O,Redenção,Xinguara
SENADOR JOSÉ PORFÍRIOPA,Senador José PorfírioPA,Senador José Porfírio,PA,"1507805",-2.5933852,2° 35' 36.19'' S,-51.950474,51° 57' 1.71'' O,Altamira,Altamira
SOUREPA,SourePA,Soure,PA,"1507904",-0.7259255,0° 43' 33.33'' S,-48.516014,48° 30' 57.65'' O,Breves,Soure-Salvaterra
TAILÂNDIAPA,TailândiaPA,Tailândia,PA,"1507953",-2.945482,2° 56' 43.74'' S,-48.944782,48° 56' 41.21'' O,Belém,Abaetetuba
TERRA ALTAPA,Terra AltaPA,Terra Alta,PA,"1507961",-1.0370042,1° 2' 13.22'' S,-47.909466,47° 54' 34.07'' O,Castanhal,Castanhal
TERRA SANTAPA,Terra SantaPA,Terra Santa,PA,"1507979",-2.1081145,2° 6' 29.21'' S,-56.490906,56° 29' 27.26'' O,Santarém,Oriximiná
TOMÉ-AÇUPA,Tomé-AçuPA,Tomé-Açu,PA,"1508001",-2.4141207,2° 24' 50.83'' S,-48.15676,48° 9' 24.34'' O,Belém,Belém
TRACUATEUAPA,TracuateuaPA,Tracuateua,PA,"1508035",-1.0784237,1° 4' 42.33'' S,-46.902645,46° 54' 9.52'' O,Castanhal,Bragança
TRAIRÃOPA,TrairãoPA,Trairão,PA,"1508050",-4.7011847,4° 42' 4.27'' S,-55.9946,55° 59' 40.55'' O,Santarém,Itaituba
TUCUMÃPA,TucumãPA,Tucumã,PA,"1508084",-6.7616043,6° 45' 41.78'' S,-51.147873,51° 8' 52.35'' O,Redenção,Tucumã - São Félix do Xingu
TUCURUÍPA,TucuruíPA,Tucuruí,PA,"1508100",-3.766889,3° 46' 0.8'' S,-49.667183,49° 40' 1.86'' O,Marabá,Tucuruí
ULIANÓPOLISPA,UlianópolisPA,Ulianópolis,PA,"1508126",-3.7395587,3° 44' 22.41'' S,-47.49844,47° 29' 54.38'' O,Castanhal,Paragominas
URUARÁPA,UruaráPA,Uruará,PA,"1508159",-3.7142463,3° 42' 51.29'' S,-53.739254,53° 44' 21.32'' O,Altamira,Altamira
VIGIAPA,VigiaPA,Vigia,PA,"1508209",-0.8555326,0° 51' 19.92'' S,-48.1415,48° 8' 29.39'' O,Belém,Belém
VISEUPA,ViseuPA,Viseu,PA,"1508308",-1.2023641,1° 12' 8.51'' S,-46.138958,46° 8' 20.25'' O,Castanhal,Bragança
VITÓRIA DO XINGUPA,Vitória do XinguPA,Vitória do Xingu,PA,"1508357",-2.883196,2° 52' 59.51'' S,-52.010277,52° 0' 36.99'' O,Altamira,Altamira
XINGUARAPA,XinguaraPA,Xinguara,PA,"1508407",-7.101513,7° 6' 5.45'' S,-49.9427,49° 56' 33.72'' O,Redenção,Xinguara
SERRA DO NAVIOAP,Serra do NavioAP,Serra do Navio,AP,"1600055",0.89969885,0° 53' 58.92'' N,-52.0004,52° 0' 1.45'' O,Oiapoque - Porto Grande,Porto Grande
AMAPÁAP,AmapáAP,Amapá,AP,"1600105",2.0539212,2° 3' 14.12'' N,-50.793213,50° 47' 35.57'' O,Oiapoque - Porto Grande,Oiapoque
PEDRA BRANCA DO AMAPARIAP,Pedra Branca do AmapariAP,Pedra Branca do Amapari,AP,"1600154",0.7768829,0° 46' 36.78'' N,-51.946594,51° 56' 47.74'' O,Oiapoque - Porto Grande,Porto Grande
CALÇOENEAP,CalçoeneAP,Calçoene,AP,"1600204",2.494608,2° 29' 40.59'' N,-50.946884,50° 56' 48.78'' O,Oiapoque - Porto Grande,Oiapoque
CUTIASAP,CutiasAP,Cutias,AP,"1600212",0.9718306,0° 58' 18.59'' N,-50.79758,50° 47' 51.3'' O,Oiapoque - Porto Grande,Oiapoque
FERREIRA GOMESAP,Ferreira GomesAP,Ferreira Gomes,AP,"1600238",0.8547998,0° 51' 17.28'' N,-51.18243,51° 10' 56.75'' O,Oiapoque - Porto Grande,Porto Grande
ITAUBALAP,ItaubalAP,Itaubal,AP,"1600253",0.60298866,0° 36' 10.76'' N,-50.697506,50° 41' 51.02'' O,Macapá,Macapá
LARANJAL DO JARIAP,Laranjal do JariAP,Laranjal do Jari,AP,"1600279",-0.8401273,0° 50' 24.46'' S,-52.52405,52° 31' 26.58'' O,Macapá,Laranjal do Jari
MACAPÁAP,MacapáAP,Macapá,AP,"1600303",0.03865462,0° 2' 19.16'' N,-51.06645,51° 3' 59.22'' O,Macapá,Macapá
MAZAGÃOAP,MazagãoAP,Mazagão,AP,"1600402",-0.12439633,0° 7' 27.83'' S,-51.286076,51° 17' 9.88'' O,Macapá,Macapá
OIAPOQUEAP,OiapoqueAP,Oiapoque,AP,"1600501",3.8437328,3° 50' 37.44'' N,-51.83072,51° 49' 50.59'' O,Oiapoque - Porto Grande,Oiapoque
PORTO GRANDEAP,Porto GrandeAP,Porto Grande,AP,"1600535",0.7114112,0° 42' 41.08'' N,-51.410027,51° 24' 36.09'' O,Oiapoque - Porto Grande,Porto Grande
PRACUÚBAAP,PracuúbaAP,Pracuúba,AP,"1600550",1.7422688,1° 44' 32.17'' N,-50.783367,50° 47' 0.12'' O,Oiapoque - Porto Grande,Oiapoque
SANTANAAP,SantanaAP,Santana,AP,"1600600",-0.049446337,0° 2' 58.01'' S,-51.172737,51° 10' 21.86'' O,Macapá,Macapá
TARTARUGALZINHOAP,TartarugalzinhoAP,Tartarugalzinho,AP,"1600709",1.5098482,1° 30' 35.45'' N,-50.912785,50° 54' 46.03'' O,Oiapoque - Porto Grande,Oiapoque
